# ========================================================
# 4-BAR PLANAR ANALYTICAL KINEMATIC DATASET EXPORT
# ========================================================
# Ground Pivot O_A (X, Y): (0.0, 0.0) mm
# Ground Pivot O_B (X, Y): (205.0, 0.0) mm
# Ground Distance (d): 205.0 mm
# Link 1 (Crank L1): 85.0 mm
# Link 2 (Coupler L2): 207.80038498520642 mm
# Link 3 (Rocker L3): 119.0 mm
# Coupler Point Offset (LP): 164.45364088398895 mm
# Coupler Point Angle (alpha): 28.916346831104075 deg
# Crank Velocity (omega1): 10.0 rad/s
# ========================================================
crank_angle_deg,coupler_p_x,coupler_p_y,vel_x,vel_y,vel_mag,acc_x,acc_y,acc_mag,acc_tangential,acc_normal
328.0,97.8187,117.3845,1294.649,587.0852,1421.5432,9965.4189,-2714.6301,10328.5425,7954.7356,6587.9413
328.5,98.9523,117.8957,1303.2546,584.5913,1428.3626,9754.899,-3000.9911,10206.0768,7672.2565,6730.5634
329.0,100.0933,118.4047,1311.6702,581.8475,1434.9304,9529.735,-3287.4229,10080.8233,7378.1216,6869.2299
329.5,101.2415,118.9112,1319.8828,578.8538,1441.2364,9289.5919,-3573.4355,9953.1884,7072.1749,7003.5919
330.0,102.3968,119.4149,1327.8792,575.6109,1447.2702,9034.1525,-3858.5155,9823.6476,6754.2739,7133.2908
330.5,103.559,119.9157,1335.6458,572.1198,1453.0213,8763.1193,-4142.1267,9692.7537,6424.2905,7257.9588
331.0,104.7279,120.4134,1343.1691,568.3821,1458.4791,8476.2169,-4423.7104,9561.1436,6082.1127,7377.2198
331.5,105.9032,120.9077,1350.4349,564.3998,1463.633,8173.1942,-4702.6863,9429.5473,5727.6461,7490.6897
332.0,107.0848,121.3984,1357.4292,560.1753,1468.4722,7853.8269,-4978.4534,9298.7954,5360.8149,7597.9773
332.5,108.2723,121.8853,1364.1376,555.7118,1472.9858,7517.9199,-5250.391,9169.8269,4981.564,7698.6846
333.0,109.4656,122.3682,1370.5456,551.013,1477.163,7165.3098,-5517.8599,9043.6963,4589.8601,7792.4083
333.5,110.6643,122.8469,1376.6386,546.0828,1480.993,6795.8672,-5780.2044,8921.5791,4185.6933,7878.7401
334.0,111.8681,123.3212,1382.4017,540.9263,1484.4648,6409.4997,-6036.753,8804.7756,3769.0789,7957.2682
334.5,113.0769,123.791,1387.8203,535.5486,1487.5676,6006.1536,-6286.8213,8694.7112,3340.0588,8027.5781
335.0,114.2902,124.2559,1392.8795,529.9558,1490.2907,5585.8171,-6529.7132,8592.9335,2898.7034,8089.2537
335.5,115.5078,124.7158,1397.5645,524.1544,1492.6233,5148.5223,-6764.7238,8501.104,2445.1127,8141.879
336.0,116.7293,125.1707,1401.8604,518.1516,1494.5547,4694.3478,-6991.1415,8420.9834,1979.4185,8185.039
336.5,117.9544,125.6201,1405.7528,511.9553,1496.0745,4223.4207,-7208.251,8354.4099,1501.7856,8218.3213
337.0,119.1827,126.0641,1409.2269,505.5738,1497.1724,3735.9188,-7415.3359,8303.2702,1012.4137,8241.3175
337.5,120.4139,126.5025,1412.2684,499.0162,1497.8382,3232.073,-7611.682,8269.4618,511.5386,8253.6251
338.0,121.6475,126.935,1414.8632,492.2922,1498.062,2712.1686,-7796.5806,8254.8487,-0.5662,8254.8487
338.5,122.8831,127.3616,1416.9975,485.4121,1497.834,2176.5475,-7969.3319,8261.2112,-523.5881,8244.6022
339.0,124.1205,127.7822,1418.6576,478.3868,1497.145,1625.6093,-8129.2487,8290.1924,-1057.1738,8222.5101
339.5,125.359,128.1965,1419.8304,471.2278,1495.986,1059.8129,-8275.6601,8343.246,-1600.9287,8188.2099
340.0,126.5984,128.6046,1420.5031,463.9472,1494.3481,479.6772,-8407.9157,8421.5875,-2154.415,8141.3532
340.5,127.8381,129.0063,1420.6636,456.5576,1492.2231,-114.218,-8525.3892,8526.1543,-2717.1515,8081.6084
341.0,129.0778,129.4014,1420.3,449.0721,1489.6032,-721.2318,-8627.4832,8657.5771,-3288.6121,8008.6623
341.5,130.3168,129.79,1419.4012,441.5044,1486.481,-1340.6616,-8713.6327,8816.1651,-3868.2255,7922.2219
342.0,131.5549,130.172,1417.9567,433.8687,1482.8497,-1971.7442,-8783.3097,9001.9056,-4455.3747,7822.0164
342.5,132.7915,130.5472,1415.9567,426.1796,1478.7029,-2613.6556,-8836.0275,9214.4765,-5049.3965,7707.7994
343.0,134.0261,130.9158,1413.3921,418.452,1474.035,-3265.5126,-8871.3447,9453.2708,-5649.5818,7579.3506
343.5,135.2582,131.2776,1410.2547,410.7013,1468.841,-3926.3742,-8888.8694,9717.4283,-6255.1754,7436.4772
344.0,136.4873,131.6326,1406.537,402.9433,1463.1164,-4595.2431,-8888.2632,10005.8723,-6865.3767,7279.0167
344.5,137.7129,131.9808,1402.2324,395.1937,1456.8575,-5271.0685,-8869.2449,10317.3479,-7479.3402,7106.8374
345.0,138.9344,132.3223,1397.3355,387.4689,1450.0616,-5952.7484,-8831.5945,10650.4589,-8096.1767,6919.8408
345.5,140.1515,132.6571,1391.8416,379.7852,1442.7265,-6639.133,-8775.1561,11003.7017,-8714.9543,6717.9627
346.0,141.3635,132.9852,1385.747,372.1589,1434.8509,-7329.0287,-8699.8414,11375.4957,-9334.7003,6501.1747
346.5,142.5699,133.3067,1379.0493,364.6066,1426.4344,-8021.2012,-8605.6323,11764.2074,-9954.4028,6269.485
347.0,143.7702,133.6216,1371.7471,357.1447,1417.4775,-8714.3811,-8492.5833,12168.172,-10573.0131,6022.9397
347.5,144.9639,133.93,1363.8399,349.7897,1407.9816,-9407.2679,-8360.8234,12585.7085,-11189.4482,5761.6235
348.0,146.1504,134.2321,1355.3288,342.5577,1397.9491,-10098.5358,-8210.5577,13015.1329,-11802.5937,5485.6602
348.5,147.3292,134.528,1346.2155,335.4648,1387.3835,-10786.8392,-8042.0686,13454.7675,-12411.3066,5195.2129
349.0,148.4998,134.8177,1336.5034,328.5268,1376.289,-11470.8184,-7855.7158,13902.9474,-13014.4192,4890.4843
349.5,149.6617,135.1014,1326.1968,321.7591,1364.671,-12149.1061,-7651.9368,14358.0261,-13610.7429,4571.7165
350.0,150.8143,135.3793,1315.3013,315.1766,1352.5361,-12820.3338,-7431.2457,14818.3795,-14199.0716,4239.1904
350.5,151.9571,135.6515,1303.8236,308.7939,1339.8916,-13483.1384,-7194.2325,15282.4083,-14778.1867,3893.225
351.0,153.0897,135.9183,1291.7716,302.6249,1326.7463,-14136.169,-6941.5611,15748.541,-15346.8609,3534.1765
351.5,154.2115,136.1798,1279.1545,296.6829,1313.1097,-14778.0938,-6673.9665,16215.2362,-15903.8636,3162.4372
352.0,155.3221,136.4362,1265.9826,290.9807,1298.9926,-15407.6069,-6392.2525,16680.9844,-16447.9649,2778.4334
352.5,156.4209,136.6877,1252.2672,285.5302,1284.4067,-16023.4351,-6097.2872,17144.3106,-16977.9412,2382.6242
353.0,157.5076,136.9346,1238.0208,280.3425,1269.3649,-16624.345,-5789.9997,17603.7764,-17492.5798,1975.4992
353.5,158.5815,137.1771,1223.2569,275.428,1253.8812,-17209.1491,-5471.3746,18057.9831,-17990.684,1557.5758
354.0,159.6424,137.4154,1207.9902,270.7961,1237.9704,-17776.7123,-5142.4473,18505.5738,-18471.0781,1129.3973
354.5,160.6897,137.6498,1192.236,266.4554,1221.6486,-18325.958,-4804.2981,18945.2373,-18932.6121,691.5296
355.0,161.7231,137.8805,1176.0109,262.4134,1204.9326,-18855.8737,-4458.0461,19375.7102,-19374.1668,244.5586
355.5,162.7421,138.1079,1159.3322,258.6767,1187.8404,-19365.5163,-4104.8429,19795.7813,-19794.6577,210.9132
356.0,163.7464,138.3321,1142.2179,255.2508,1170.3908,-19854.0168,-3745.8655,20204.2939,-20193.0397,674.2697
356.5,164.7355,138.5535,1124.6868,252.1403,1152.6036,-20320.5847,-3382.3098,20600.15,-20568.3111,1144.8848
357.0,165.7092,138.7723,1106.7584,249.3485,1134.4994,-20764.5114,-3015.383,20982.3132,-20919.5167,1622.1254
357.5,166.6671,138.9888,1088.4527,246.878,1116.0994,-21185.1737,-2646.2969,21349.812,-21245.7514,2105.355
358.0,167.6088,139.2032,1069.7902,244.7302,1097.426,-21582.0359,-2276.2602,21701.7426,-21546.1626,2593.9371
358.5,168.5341,139.416,1050.7919,242.9052,1078.502,-21954.6517,-1906.4718,22037.2722,-21819.9525,3087.2384
359.0,169.4427,139.6273,1031.4793,241.4023,1059.351,-22302.6655,-1538.1133,22355.641,-22066.3794,3584.6317
359.5,170.3343,139.8374,1011.8737,240.2199,1039.9971,-22625.8128,-1172.3428,22656.1645,-22284.7591,4085.4993
