# ========================================================
# 4-BAR PLANAR KINEMATIC ENGINE DATASET EXPORT
# ========================================================
# Ground Pivot O_A (X, Y): (0.0, 0.0) mm
# Ground Pivot O_B (X, Y): (140.0, 0.0) mm
# Ground Distance (d): 140.0 mm
# Link 1 (Crank Length L1): 50.0 mm
# Link 2 (Coupler Length L2): 120.0 mm
# Link 3 (Rocker Length L3): 100.0 mm
# Coupler Point Offset (LP): 80.0 mm
# Coupler Point Offset Angle (alpha): 30.0 deg (ref to segment AB)
# Resolution Steps: 720 (Step size: 0.50 deg)
# ========================================================
step,crank_angle_deg,coupler_angle_deg,rocker_angle_deg,pivot_a_x,pivot_a_y,pivot_b_x,pivot_b_y,coupler_p_x,coupler_p_y
545,272.5,62.5427,145.5768,2.181,-49.9524,57.5115,56.5301,-1.3681,29.9688
546,273.0,62.7098,145.4504,2.6168,-49.9315,57.6365,56.712,-1.1654,29.9791
547,273.5,62.8757,145.3226,3.0524,-49.9067,57.7632,56.8956,-0.9611,29.9925
548,274.0,63.0402,145.1934,3.4878,-49.8782,57.8916,57.0808,-0.7551,30.0092
549,274.5,63.2034,145.0629,3.923,-49.8459,58.0219,57.2677,-0.5475,30.0291
550,275.0,63.3653,144.931,4.3578,-49.8097,58.1539,57.4562,-0.3383,30.0523
551,275.5,63.5258,144.7978,4.7923,-49.7698,58.2877,57.6464,-0.1275,30.0788
552,276.0,63.6849,144.6632,5.2264,-49.7261,58.4234,57.8382,0.0849,30.1085
553,276.5,63.8425,144.5272,5.6602,-49.6786,58.5609,58.0317,0.299,30.1416
554,277.0,63.9988,144.3898,6.0935,-49.6273,58.7003,58.2268,0.5147,30.1779
555,277.5,64.1535,144.2509,6.5263,-49.5722,58.8416,58.4236,0.732,30.2176
556,278.0,64.3068,144.1107,6.9587,-49.5134,58.9848,58.622,0.9508,30.2607
557,278.5,64.4586,143.9691,7.3905,-49.4508,59.13,58.8221,1.1713,30.3071
558,279.0,64.6089,143.8261,7.8217,-49.3844,59.2771,59.0238,1.3934,30.3569
559,279.5,64.7576,143.6816,8.2524,-49.3143,59.4262,59.2272,1.6171,30.4101
560,280.0,64.9048,143.5357,8.6824,-49.2404,59.5772,59.4321,1.8424,30.4667
561,280.5,65.0504,143.3884,9.1118,-49.1627,59.7303,59.6387,2.0692,30.5267
562,281.0,65.1943,143.2396,9.5404,-49.0814,59.8855,59.847,2.2977,30.5901
563,281.5,65.3367,143.0894,9.9684,-48.9962,60.0426,60.0568,2.5278,30.657
564,282.0,65.4774,142.9377,10.3956,-48.9074,60.2019,60.2683,2.7594,30.7273
565,282.5,65.6164,142.7846,10.822,-48.8148,60.3633,60.4814,2.9926,30.8012
566,283.0,65.7537,142.6299,11.2476,-48.7185,60.5268,60.6961,3.2274,30.8785
567,283.5,65.8892,142.4738,11.6723,-48.6185,60.6925,60.9124,3.4638,30.9593
568,284.0,66.0231,142.3162,12.0961,-48.5148,60.8603,61.1303,3.7018,31.0436
569,284.5,66.1551,142.1571,12.519,-48.4074,61.0304,61.3498,3.9413,31.1314
570,285.0,66.2854,141.9965,12.941,-48.2963,61.2027,61.5709,4.1825,31.2228
571,285.5,66.4139,141.8344,13.3619,-48.1815,61.3772,61.7936,4.4252,31.3177
572,286.0,66.5405,141.6708,13.7819,-48.0631,61.554,62.0179,4.6694,31.4162
573,286.5,66.6652,141.5056,14.2008,-47.941,61.7331,62.2438,4.9153,31.5183
574,287.0,66.7881,141.3389,14.6186,-47.8152,61.9145,62.4712,5.1627,31.624
575,287.5,66.9091,141.1707,15.0353,-47.6858,62.0982,62.7002,5.4117,31.7332
576,288.0,67.0281,141.0009,15.4508,-47.5528,62.2844,62.9308,5.6623,31.8461
577,288.5,67.1452,140.8296,15.8652,-47.4162,62.4729,63.1629,5.9145,31.9625
578,289.0,67.2603,140.6567,16.2784,-47.2759,62.6638,63.3965,6.1682,32.0827
579,289.5,67.3734,140.4823,16.6903,-47.1321,62.8572,63.6317,6.4236,32.2064
580,290.0,67.4844,140.3062,17.101,-46.9846,63.0531,63.8684,6.6804,32.3338
581,290.5,67.5935,140.1286,17.5104,-46.8336,63.2515,64.1067,6.9389,32.4648
582,291.0,67.7004,139.9494,17.9184,-46.679,63.4524,64.3464,7.199,32.5996
583,291.5,67.8052,139.7685,18.3251,-46.5209,63.6559,64.5877,7.4606,32.738
584,292.0,67.9079,139.5861,18.7303,-46.3592,63.8619,64.8305,7.7238,32.88
585,292.5,68.0085,139.402,19.1342,-46.194,64.0706,65.0747,7.9886,33.0258
586,293.0,68.1068,139.2164,19.5366,-46.0252,64.2818,65.3204,8.255,33.1753
587,293.5,68.203,139.0291,19.9375,-45.853,64.4958,65.5676,8.523,33.3285
588,294.0,68.2969,138.8401,20.3368,-45.6773,64.7124,65.8163,8.7926,33.4854
589,294.5,68.3886,138.6495,20.7347,-45.4981,64.9318,66.0663,9.0637,33.646
590,295.0,68.478,138.4573,21.1309,-45.3154,65.1539,66.3178,9.3365,33.8104
591,295.5,68.5651,138.2634,21.5256,-45.1293,65.3787,66.5708,9.6109,33.9785
592,296.0,68.6499,138.0678,21.9186,-44.9397,65.6064,66.8251,9.8868,34.1504
593,296.5,68.7323,137.8705,22.3099,-44.7467,65.8369,67.0808,10.1644,34.3259
594,297.0,68.8124,137.6716,22.6995,-44.5503,66.0703,67.3379,10.4436,34.5053
595,297.5,68.89,137.471,23.0874,-44.3505,66.3065,67.5964,10.7243,34.6884
596,298.0,68.9653,137.2686,23.4736,-44.1474,66.5457,67.8562,11.0067,34.8753
597,298.5,69.038,137.0646,23.8579,-43.9409,66.7878,68.1173,11.2908,35.0659
598,299.0,69.1083,136.8589,24.2405,-43.731,67.0328,68.3797,11.5764,35.2603
599,299.5,69.1761,136.6514,24.6212,-43.5178,67.2809,68.6435,11.8637,35.4585
600,300.0,69.2413,136.4423,25.0,-43.3013,67.532,68.9085,12.1526,35.6604
601,300.5,69.304,136.2314,25.3769,-43.0815,67.7861,69.1748,12.4431,35.8661
602,301.0,69.3641,136.0187,25.7519,-42.8584,68.0433,69.4423,12.7353,36.0756
603,301.5,69.4216,135.8044,26.1249,-42.632,68.3036,69.711,13.0291,36.2888
604,302.0,69.4764,135.5883,26.496,-42.4024,68.5671,69.981,13.3246,36.5059
605,302.5,69.5286,135.3704,26.865,-42.1696,68.8337,70.2521,13.6217,36.7267
606,303.0,69.5782,135.1508,27.232,-41.9335,69.1035,70.5244,13.9205,36.9512
607,303.5,69.625,134.9294,27.5968,-41.6943,69.3765,70.7978,14.221,37.1796
608,304.0,69.669,134.7063,27.9596,-41.4519,69.6528,71.0723,14.5231,37.4117
609,304.5,69.7103,134.4813,28.3203,-41.2063,69.9323,71.3479,14.8269,37.6475
610,305.0,69.7488,134.2547,28.6788,-40.9576,70.2151,71.6245,15.1324,37.8872
611,305.5,69.7846,134.0262,29.0351,-40.7058,70.5013,71.9022,15.4396,38.1305
612,306.0,69.8174,133.796,29.3893,-40.4508,70.7908,72.1809,15.7485,38.3776
613,306.5,69.8474,133.5639,29.7411,-40.1928,71.0837,72.4606,16.0591,38.6285
614,307.0,69.8746,133.3301,30.0908,-39.9318,71.3799,72.7412,16.3714,38.8831
615,307.5,69.8988,133.0945,30.4381,-39.6677,71.6796,73.0228,16.6854,39.1414
616,308.0,69.9201,132.8571,30.7831,-39.4005,71.9828,73.3052,17.0011,39.4034
617,308.5,69.9384,132.6179,31.1257,-39.1304,72.2894,73.5885,17.3186,39.6691
618,309.0,69.9537,132.377,31.466,-38.8573,72.5995,73.8726,17.6378,39.9385
619,309.5,69.9661,132.1342,31.8039,-38.5812,72.9131,74.1576,17.9587,40.2116
620,310.0,69.9754,131.8896,32.1394,-38.3022,73.2302,74.4433,18.2814,40.4884
621,310.5,69.9816,131.6433,32.4724,-38.0203,73.5509,74.7297,18.6058,40.7688
622,311.0,69.9848,131.3951,32.803,-37.7355,73.8752,75.0168,18.932,41.0528
623,311.5,69.9849,131.1451,33.131,-37.4478,74.2031,75.3045,19.2599,41.3405
624,312.0,69.9819,130.8934,33.4565,-37.1572,74.5346,75.5929,19.5896,41.6318
625,312.5,69.9757,130.6399,33.7795,-36.8639,74.8698,75.8818,19.9211,41.9266
626,313.0,69.9664,130.3845,34.0999,-36.5677,75.2086,76.1713,20.2543,42.2251
627,313.5,69.9538,130.1274,34.4177,-36.2687,75.551,76.4613,20.5894,42.5271
628,314.0,69.9381,129.8686,34.7329,-35.967,75.8972,76.7517,20.9262,42.8326
629,314.5,69.9191,129.6079,35.0455,-35.6625,76.247,77.0426,21.2648,43.1416
630,315.0,69.8969,129.3454,35.3553,-35.3553,76.6006,77.3338,21.6052,43.4541
631,315.5,69.8715,129.0812,35.6625,-35.0455,76.9578,77.6253,21.9475,43.7701
632,316.0,69.8427,128.8153,35.967,-34.7329,77.3188,77.9171,22.2915,44.0895
633,316.5,69.8106,128.5476,36.2687,-34.4177,77.6836,78.2091,22.6373,44.4124
634,317.0,69.7752,128.2781,36.5677,-34.0999,78.0521,78.5013,22.985,44.7386
635,317.5,69.7365,128.0069,36.8639,-33.7795,78.4244,78.7937,23.3344,45.0682
636,318.0,69.6944,127.7339,37.1572,-33.4565,78.8004,79.0861,23.6857,45.4011
637,318.5,69.649,127.4593,37.4478,-33.131,79.1802,79.3786,24.0388,45.7372
638,319.0,69.6002,127.1829,37.7355,-32.803,79.5638,79.671,24.3938,46.0767
639,319.5,69.5479,126.9049,38.0203,-32.4724,79.9512,79.9634,24.7505,46.4194
640,320.0,69.4922,126.6251,38.3022,-32.1394,80.3423,80.2556,25.1091,46.7653
641,320.5,69.4332,126.3437,38.5812,-31.8039,80.7372,80.5476,25.4695,47.1143
642,321.0,69.3706,126.0606,38.8573,-31.466,81.1359,80.8395,25.8317,47.4664
643,321.5,69.3046,125.7759,39.1304,-31.1257,81.5383,81.131,26.1957,47.8217
644,322.0,69.2352,125.4896,39.4005,-30.7831,81.9445,81.4221,26.5616,48.18
645,322.5,69.1622,125.2016,39.6677,-30.4381,82.3545,81.7129,26.9293,48.5412
646,323.0,69.0858,124.912,39.9318,-30.0908,82.7682,82.0032,27.2987,48.9055
647,323.5,69.0058,124.6209,40.1928,-29.7411,83.1856,82.2929,27.67,49.2727
648,324.0,68.9224,124.3282,40.4508,-29.3893,83.6067,82.582,28.0431,49.6427
649,324.5,68.8355,124.034,40.7058,-29.0351,84.0315,82.8705,28.418,50.0155
650,325.0,68.745,123.7383,40.9576,-28.6788,84.46,83.1583,28.7947,50.3912
651,325.5,68.651,123.4411,41.2063,-28.3203,84.8921,83.4453,29.1731,50.7695
652,326.0,68.5535,123.1424,41.4519,-27.9596,85.3278,83.7314,29.5533,51.1506
653,326.5,68.4524,122.8423,41.6943,-27.5968,85.7672,84.0167,29.9353,51.5342
654,327.0,68.3478,122.5407,41.9335,-27.232,86.2101,84.3009,30.319,51.9204
655,327.5,68.2397,122.2378,42.1696,-26.865,86.6566,84.5841,30.7044,52.3092
656,328.0,68.128,121.9335,42.4024,-26.496,87.1065,84.8662,31.0916,52.7004
657,328.5,68.0128,121.6279,42.632,-26.1249,87.5599,85.1472,31.4805,53.094
658,329.0,67.8941,121.321,42.8584,-25.7519,88.0168,85.4269,31.871,53.49
659,329.5,67.7718,121.0128,43.0815,-25.3769,88.477,85.7052,32.2632,53.8882
660,330.0,67.646,120.7034,43.3013,-25.0,88.9406,85.9822,32.6571,54.2887
661,330.5,67.5167,120.3928,43.5178,-24.6212,89.4075,86.2577,33.0526,54.6914
662,331.0,67.3839,120.081,43.731,-24.2405,89.8776,86.5318,33.4497,55.0961
663,331.5,67.2475,119.7681,43.9409,-23.8579,90.3509,86.8042,33.8483,55.5029
664,332.0,67.1077,119.4541,44.1474,-23.4736,90.8273,87.075,34.2486,55.9116
665,332.5,66.9644,119.1391,44.3505,-23.0874,91.3069,87.344,34.6503,56.3223
666,333.0,66.8177,118.8231,44.5503,-22.6995,91.7894,87.6113,35.0535,56.7348
667,333.5,66.6674,118.5061,44.7467,-22.3099,92.2748,87.8767,35.4582,57.1491
668,334.0,66.5138,118.1881,44.9397,-21.9186,92.7632,88.1401,35.8644,57.565
669,334.5,66.3567,117.8693,45.1293,-21.5256,93.2543,88.4016,36.2719,57.9826
670,335.0,66.1961,117.5497,45.3154,-21.1309,93.7482,88.661,36.6808,58.4017
671,335.5,66.0323,117.2293,45.4981,-20.7347,94.2447,88.9183,37.091,58.8224
672,336.0,65.865,116.9082,45.6773,-20.3368,94.7438,89.1733,37.5025,59.2444
673,336.5,65.6944,116.5863,45.853,-19.9375,95.2454,89.4261,37.9152,59.6678
674,337.0,65.5205,116.2639,46.0252,-19.5366,95.7494,89.6766,38.3291,60.0924
675,337.5,65.3432,115.9408,46.194,-19.1342,96.2557,89.9246,38.7442,60.5182
676,338.0,65.1628,115.6173,46.3592,-18.7303,96.7642,90.1702,39.1604,60.9451
677,338.5,64.979,115.2932,46.5209,-18.3251,97.2749,90.4133,39.5776,61.3731
678,339.0,64.7921,114.9688,46.679,-17.9184,97.7875,90.6538,39.9958,61.802
679,339.5,64.602,114.644,46.8336,-17.5104,98.3021,90.8916,40.415,62.2317
680,340.0,64.4087,114.3189,46.9846,-17.101,98.8185,91.1268,40.835,62.6623
681,340.5,64.2123,113.9936,47.1321,-16.6903,99.3366,91.3591,41.2559,63.0936
682,341.0,64.0128,113.668,47.2759,-16.2784,99.8563,91.5887,41.6775,63.5255
683,341.5,63.8103,113.3424,47.4162,-15.8652,100.3775,91.8153,42.0999,63.9579
684,342.0,63.6048,113.0167,47.5528,-15.4508,100.9,92.0391,42.5229,64.3909
685,342.5,63.3964,112.6911,47.6858,-15.0353,101.4237,92.2598,42.9464,64.8242
686,343.0,63.185,112.3655,47.8152,-14.6186,101.9486,92.4775,43.3705,65.2578
687,343.5,62.9707,112.0401,47.941,-14.2008,102.4745,92.6922,43.7949,65.6917
688,344.0,62.7536,111.7149,48.0631,-13.7819,103.0012,92.9037,44.2198,66.1258
689,344.5,62.5337,111.3899,48.1815,-13.3619,103.5287,93.112,44.6449,66.5599
690,345.0,62.3111,111.0654,48.2963,-12.941,104.0567,93.3171,45.0702,66.994
691,345.5,62.0858,110.7412,48.4074,-12.519,104.5852,93.519,45.4957,67.428
692,346.0,61.8578,110.4176,48.5148,-12.0961,105.1141,93.7175,45.9212,67.8619
693,346.5,61.6273,110.0945,48.6185,-11.6723,105.6431,93.9127,46.3467,68.2955
694,347.0,61.3942,109.772,48.7185,-11.2476,106.1722,94.1046,46.772,68.7288
695,347.5,61.1587,109.4503,48.8148,-10.822,106.7011,94.2931,47.1971,69.1617
696,348.0,60.9207,109.1293,48.9074,-10.3956,107.2298,94.4781,47.622,69.5941
697,348.5,60.6803,108.8093,48.9962,-9.9684,107.7581,94.6597,48.0464,70.026
698,349.0,60.4376,108.4901,49.0814,-9.5404,108.2859,94.8378,48.4703,70.4572
699,349.5,60.1927,108.172,49.1627,-9.1118,108.8129,95.0125,48.8937,70.8878
700,350.0,59.9455,107.855,49.2404,-8.6824,109.3391,95.1836,49.3164,71.3176
701,350.5,59.6963,107.5391,49.3143,-8.2524,109.8643,95.3511,49.7384,71.7465
702,351.0,59.4449,107.2245,49.3844,-7.8217,110.3884,95.5152,50.1594,72.1745
703,351.5,59.1916,106.9112,49.4508,-7.3905,110.9111,95.6757,50.5795,72.6016
704,352.0,58.9363,106.5993,49.5134,-6.9587,111.4323,95.8326,50.9986,73.0276
705,352.5,58.6791,106.2889,49.5722,-6.5263,111.952,95.986,51.4164,73.4524
706,353.0,58.4201,105.98,49.6273,-6.0935,112.4698,96.1358,51.833,73.8761
707,353.5,58.1593,105.6728,49.6786,-5.6602,112.9857,96.282,52.2482,74.2986
708,354.0,57.8969,105.3672,49.7261,-5.2264,113.4995,96.4247,52.662,74.7197
709,354.5,57.6328,105.0635,49.7698,-4.7923,114.011,96.5638,53.0741,75.1394
710,355.0,57.3672,104.7616,49.8097,-4.3578,114.5202,96.6994,53.4846,75.5578
711,355.5,57.1,104.4617,49.8459,-3.923,115.0267,96.8315,53.8932,75.9746
712,356.0,56.8315,104.1638,49.8782,-3.4878,115.5305,96.96,54.3,76.3899
713,356.5,56.5616,103.868,49.9067,-3.0524,116.0315,97.0851,54.7047,76.8036
714,357.0,56.2905,103.5743,49.9315,-2.6168,116.5294,97.2066,55.1073,77.2156
715,357.5,56.0181,103.2829,49.9524,-2.181,117.0241,97.3248,55.5077,77.6259
716,358.0,55.7446,102.9938,49.9695,-1.745,117.5155,97.4394,55.9057,78.0345
717,358.5,55.47,102.7071,49.9829,-1.3088,118.0033,97.5507,56.3013,78.4412
718,359.0,55.1945,102.4228,49.9924,-0.8726,118.4875,97.6587,56.6943,78.8462
719,359.5,54.918,102.1411,49.9981,-0.4363,118.968,97.7633,57.0847,79.2492
