# ========================================================
# 4-BAR ANALYTICAL KINEMATIC ENGINE DATASET EXPORT
# ========================================================
# Ground Pivot O_A (X, Y): (0.0, 0.0) mm
# Ground Pivot O_B (X, Y): (140.0, 0.0) mm
# Ground Distance (d): 140.0 mm
# Link 1 (Crank L1): 50.0 mm @ Omega1 = 10.0 rad/s
# Link 2 (Coupler L2): 120.0 mm
# Link 3 (Rocker L3): 100.0 mm
# Coupler Offset Point P (LP): 80.0 mm @ 30.0 deg ref AB
# Total Trajectory Steps: 720
# ========================================================
step,crank_angle_deg,coupler_p_x,coupler_p_y,v_mag,vx_P,vy_P,a_mag,a_tangential,a_normal
511,255.5,-7.2565,31.4193,194.7545,164.5805,-104.1276,3640.2548,-1961.8642,3066.3568
512,256.0,-7.112,31.3298,194.8922,166.6318,-101.0782,3657.8681,-1970.8772,3081.5
513,256.5,-6.9657,31.2429,195.0851,168.6777,-98.0105,3676.4033,-1979.9514,3097.6981
514,257.0,-6.8176,31.1587,195.3338,170.7181,-94.9243,3695.8555,-1989.0884,3114.9439
515,257.5,-6.6677,31.0773,195.6388,172.7532,-91.8197,3716.2194,-1998.2904,3133.2287
516,258.0,-6.5161,30.9985,196.0004,174.7829,-88.6966,3737.4892,-2007.5598,3152.5433
517,258.5,-6.3626,30.9225,196.419,176.8071,-85.5551,3759.659,-2016.9,3172.8773
518,259.0,-6.2075,30.8492,196.895,178.8258,-82.3951,3782.7223,-2026.3145,3194.2194
519,259.5,-6.0505,30.7787,197.4286,180.8391,-79.2166,3806.6724,-2035.8078,3216.5574
520,260.0,-5.8918,30.7109,198.0202,182.847,-76.0195,3831.5024,-2045.3845,3239.8785
521,260.5,-5.7314,30.646,198.6698,184.8494,-72.804,3857.2049,-2055.05,3264.169
522,261.0,-5.5692,30.5839,199.3778,186.8463,-69.5699,3883.7725,-2064.8102,3289.4145
523,261.5,-5.4053,30.5246,200.1442,188.8378,-66.3173,3911.1975,-2074.6715,3315.6001
524,262.0,-5.2396,30.4681,200.969,190.8238,-63.0461,3939.4719,-2084.6407,3342.7103
525,262.5,-5.0723,30.4145,201.8524,192.8044,-59.7564,3968.5876,-2094.7253,3370.729
526,263.0,-4.9031,30.3638,202.7942,194.7796,-56.4482,3998.5365,-2104.9331,3399.6398
527,263.5,-4.7323,30.316,203.7946,196.7494,-53.1215,4029.3101,-2115.2724,3429.4259
528,264.0,-4.5597,30.2711,204.8533,198.7139,-49.7762,4060.8998,-2125.752,3460.0702
529,264.5,-4.3855,30.2292,205.9703,200.673,-46.4125,4093.2972,-2136.3808,3491.5554
530,265.0,-4.2095,30.1901,207.1453,202.6267,-43.0302,4126.4935,-2147.1683,3523.864
531,265.5,-4.0318,30.1541,208.3783,204.5752,-39.6295,4160.48,-2158.1243,3556.9782
532,266.0,-3.8525,30.121,209.669,206.5185,-36.2104,4195.2479,-2169.2587,3590.8803
533,266.5,-3.6714,30.0909,211.017,208.4565,-32.7728,4230.7883,-2180.5819,3625.5526
534,267.0,-3.4886,30.0638,212.4222,210.3894,-29.3169,4267.0923,-2192.1043,3660.9773
535,267.5,-3.3042,30.0397,213.8841,212.3172,-25.8426,4304.151,-2203.8366,3697.1367
536,268.0,-3.1181,30.0187,215.4025,214.2399,-22.3499,4341.9556,-2215.7895,3734.0133
537,268.5,-2.9303,30.0007,216.9769,216.1575,-18.8391,4380.4971,-2227.974,3771.5894
538,269.0,-2.7408,29.9858,218.607,218.0703,-15.3099,4419.7666,-2240.4009,3809.8479
539,269.5,-2.5497,29.974,220.2924,219.9781,-11.7626,4459.7553,-2253.0812,3848.7715
540,270.0,-2.3569,29.9653,222.0325,221.8811,-8.1972,4500.4542,-2266.026,3888.3434
541,270.5,-2.1624,29.9597,223.8269,223.7794,-4.6137,4541.8546,-2279.2462,3928.5468
542,271.0,-1.9663,29.9572,225.6752,225.6729,-1.0122,4583.9477,-2292.7527,3969.3654
543,271.5,-1.7685,29.9579,227.5768,227.5619,2.6073,4626.7246,-2306.5563,4010.7828
544,272.0,-1.5691,29.9618,229.5313,229.4463,6.2447,4670.1766,-2320.6677,4052.7832
545,272.5,-1.3681,29.9688,231.5381,231.3263,9.8999,4714.2951,-2335.0975,4095.3508
546,273.0,-1.1654,29.9791,233.5966,233.202,13.5728,4759.0713,-2349.856,4138.4703
547,273.5,-0.9611,29.9925,235.7064,235.0734,17.2633,4804.4966,-2364.9537,4182.1264
548,274.0,-0.7551,30.0092,237.8669,236.9406,20.9714,4850.5624,-2380.4005,4226.3044
549,274.5,-0.5475,30.0291,240.0774,238.8037,24.697,4897.26,-2396.2062,4270.9895
550,275.0,-0.3383,30.0523,242.3376,240.663,28.44,4944.581,-2412.3807,4316.1674
551,275.5,-0.1275,30.0788,244.6467,242.5183,32.2002,4992.5169,-2428.9331,4361.824
552,276.0,0.0849,30.1085,247.0042,244.37,35.9776,5041.059,-2445.8728,4407.9453
553,276.5,0.299,30.1416,249.4095,246.218,39.7721,5090.1989,-2463.2088,4454.5177
554,277.0,0.5147,30.1779,251.8621,248.0625,43.5835,5139.9281,-2480.9495,4501.5275
555,277.5,0.732,30.2176,254.3614,249.9037,47.4117,5190.2381,-2499.1036,4548.9617
556,278.0,0.9508,30.2607,256.9068,251.7416,51.2566,5241.1203,-2517.6792,4596.8069
557,278.5,1.1713,30.3071,259.4976,253.5765,55.118,5292.5664,-2536.6841,4645.0503
558,279.0,1.3934,30.3569,262.1334,255.4083,58.9958,5344.5676,-2556.1261,4693.679
559,279.5,1.6171,30.4101,264.8135,257.2374,62.8899,5397.1156,-2576.0124,4742.6803
560,280.0,1.8424,30.4667,267.5374,259.0637,66.8001,5450.2015,-2596.3503,4792.0415
561,280.5,2.0692,30.5267,270.3045,260.8875,70.7262,5503.8169,-2617.1464,4841.7502
562,281.0,2.2977,30.5901,273.1141,262.709,74.6681,5557.953,-2638.4074,4891.7939
563,281.5,2.5278,30.657,275.9659,264.5282,78.6255,5612.6009,-2660.1397,4942.1601
564,282.0,2.7594,30.7273,278.859,266.3454,82.5984,5667.752,-2682.3491,4992.8365
565,282.5,2.9926,30.8012,281.7931,268.1607,86.5865,5723.3971,-2705.0415,5043.8106
566,283.0,3.2274,30.8785,284.7676,269.9743,90.5895,5779.5273,-2728.2224,5095.0701
567,283.5,3.4638,30.9593,287.7818,271.7863,94.6074,5836.1335,-2751.897,5146.6025
568,284.0,3.7018,31.0436,290.8352,273.5969,98.6399,5893.2063,-2776.0702,5198.3954
569,284.5,3.9413,31.1314,293.9272,275.4063,102.6868,5950.7364,-2800.747,5250.4362
570,285.0,4.1825,31.2228,297.0574,277.2147,106.7477,6008.7142,-2825.9315,5302.7123
571,285.5,4.4252,31.3177,300.2251,279.0223,110.8226,6067.13,-2851.6282,5355.2109
572,286.0,4.6694,31.4162,303.4298,280.8293,114.9111,6125.974,-2877.8409,5407.9191
573,286.5,4.9153,31.5183,306.6709,282.6358,119.013,6185.2361,-2904.5733,5460.824
574,287.0,5.1627,31.624,309.948,284.442,123.128,6244.906,-2931.8289,5513.9124
575,287.5,5.4117,31.7332,313.2604,286.2482,127.2558,6304.9733,-2959.6108,5567.1709
576,288.0,5.6623,31.8461,316.6076,288.0545,131.3962,6365.4273,-2987.922,5620.586
577,288.5,5.9145,31.9625,319.989,289.8611,135.5488,6426.2571,-3016.7651,5674.1439
578,289.0,6.1682,32.0827,323.4042,291.6684,139.7133,6487.4516,-3046.1424,5727.8307
579,289.5,6.4236,32.2064,326.8525,293.4763,143.8895,6548.9993,-3076.0563,5781.6321
580,290.0,6.6804,32.3338,330.3334,295.2853,148.0769,6610.8885,-3106.5084,5835.5336
581,290.5,6.9389,32.4648,333.8464,297.0954,152.2752,6673.1073,-3137.5004,5889.5205
582,291.0,7.199,32.5996,337.3909,298.9069,156.4841,6735.6433,-3169.0337,5943.5777
583,291.5,7.4606,32.738,340.9663,300.72,160.7032,6798.4838,-3201.1092,5997.6898
584,292.0,7.7238,32.88,344.5721,302.5349,164.9321,6861.6161,-3233.7277,6051.8411
585,292.5,7.9886,33.0258,348.2078,304.3518,169.1705,6925.0267,-3266.8897,6106.0156
586,293.0,8.255,33.1753,351.8727,306.171,173.4178,6988.702,-3300.5954,6160.1968
587,293.5,8.523,33.3285,355.5663,307.9926,177.6737,7052.6279,-3334.8446,6214.3681
588,294.0,8.7926,33.4854,359.2881,309.817,181.9378,7116.7899,-3369.6368,6268.5123
589,294.5,9.0637,33.646,363.0373,311.6442,186.2096,7181.1733,-3404.9714,6322.6118
590,295.0,9.3365,33.8104,366.8136,313.4745,190.4887,7245.7628,-3440.8471,6376.6488
591,295.5,9.6109,33.9785,370.6161,315.3082,194.7745,7310.5425,-3477.2626,6430.6047
592,296.0,9.8868,34.1504,374.4445,317.1453,199.0665,7375.4964,-3514.216,6484.4608
593,296.5,10.1644,34.3259,378.2979,318.9863,203.3643,7440.6077,-3551.7053,6538.1979
594,297.0,10.4436,34.5053,382.1759,320.8312,207.6674,7505.8593,-3589.728,6591.7962
595,297.5,10.7243,34.6884,386.0777,322.6802,211.9751,7571.2336,-3628.281,6645.2355
596,298.0,11.0067,34.8753,390.0028,324.5337,216.287,7636.7124,-3667.3612,6698.4952
597,298.5,11.2908,35.0659,393.9504,326.3917,220.6024,7702.277,-3706.9648,6751.5541
598,299.0,11.5764,35.2603,397.92,328.2544,224.9208,7767.9081,-3747.0877,6804.3905
599,299.5,11.8637,35.4585,401.9108,330.1222,229.2415,7833.5859,-3787.7254,6856.9821
600,300.0,12.1526,35.6604,405.9222,331.995,233.564,7899.29,-3828.873,6909.3064
601,300.5,12.4431,35.8661,409.9534,333.8732,237.8875,7964.9995,-3870.5248,6961.34
602,301.0,12.7353,36.0756,414.0037,335.7569,242.2114,8030.6926,-3912.6751,7013.0591
603,301.5,13.0291,36.2888,418.0724,337.6463,246.5351,8096.3473,-3955.3174,7064.4394
604,302.0,13.3246,36.5059,422.1588,339.5414,250.8578,8161.9406,-3998.4448,7115.456
605,302.5,13.6217,36.7267,426.262,341.4426,255.1788,8227.4491,-4042.0498,7166.0834
606,303.0,13.9205,36.9512,430.3813,343.3499,259.4974,8292.8484,-4086.1245,7216.2956
607,303.5,14.221,37.1796,434.5159,345.2635,263.8127,8358.1139,-4130.6603,7266.0659
608,304.0,14.5231,37.4117,438.6649,347.1835,268.1241,8423.22,-4175.6482,7315.3672
609,304.5,14.8269,37.6475,442.8276,349.11,272.4307,8488.1404,-4221.0784,7364.1717
610,305.0,15.1324,37.8872,447.003,351.0431,276.7316,8552.8483,-4266.9407,7412.451
611,305.5,15.4396,38.1305,451.1903,352.983,281.0261,8617.3158,-4313.2242,7460.1762
612,306.0,15.7485,38.3776,455.3885,354.9296,285.3133,8681.5147,-4359.9172,7507.3177
613,306.5,16.0591,38.6285,459.5968,356.8831,289.5923,8745.4159,-4407.0078,7553.8455
614,307.0,16.3714,38.8831,463.8142,358.8435,293.8621,8808.9893,-4454.4829,7599.7287
615,307.5,16.6854,39.1414,468.0397,360.8109,298.1219,8872.2046,-4502.329,7644.9361
616,308.0,17.0011,39.4034,472.2723,362.7852,302.3707,8935.0301,-4550.5319,7689.4358
617,308.5,17.3186,39.6691,476.511,364.7665,306.6074,8997.4339,-4599.0766,7733.1953
618,309.0,17.6378,39.9385,480.7548,366.7548,310.8312,9059.3829,-4647.9475,7776.1817
619,309.5,17.9587,40.2116,485.0025,368.75,315.041,9120.8435,-4697.1281,7818.3614
620,310.0,18.2814,40.4884,489.2531,370.7521,319.2357,9181.7813,-4746.6011,7859.7002
621,310.5,18.6058,40.7688,493.5054,372.761,323.4143,9242.1611,-4796.3486,7900.1634
622,311.0,18.932,41.0528,497.7583,374.7767,327.5756,9301.9468,-4846.3519,7939.7158
623,311.5,19.2599,41.3405,502.0106,376.7989,331.7187,9361.1017,-4896.5913,7978.3218
624,312.0,19.5896,41.6318,506.2611,378.8276,335.8422,9419.5884,-4947.0465,8015.9451
625,312.5,19.9211,41.9266,510.5085,380.8625,339.9452,9477.3684,-4997.6963,8052.5489
626,313.0,20.2543,42.2251,514.7516,382.9036,344.0263,9534.403,-5048.5185,8088.0962
627,313.5,20.5894,42.5271,518.9891,384.9505,348.0844,9590.6522,-5099.4904,8122.5494
628,314.0,20.9262,42.8326,523.2195,387.0031,352.1183,9646.0758,-5150.5881,8155.8703
629,314.5,21.2648,43.1416,527.4417,389.061,356.1267,9700.6325,-5201.7871,8188.0206
630,315.0,21.6052,43.4541,531.654,391.1239,360.1084,9754.2805,-5253.0619,8218.9615
631,315.5,21.9475,43.7701,535.8552,393.1916,364.0621,9806.9773,-5304.3861,8248.6539
632,316.0,22.2915,44.0895,540.0437,395.2635,367.9864,9858.6798,-5355.7326,8277.0584
633,316.5,22.6373,44.4124,544.2181,397.3394,371.88,9909.3442,-5407.0733,8304.1352
634,317.0,22.985,44.7386,548.3769,399.4188,375.7417,9958.9262,-5458.3791,8329.8444
635,317.5,23.3344,45.0682,552.5183,401.5012,379.5699,10007.3808,-5509.6204,8354.1459
636,318.0,23.6857,45.4011,556.641,403.586,383.3635,10054.6627,-5560.7664,8376.9995
637,318.5,24.0388,45.7372,560.7432,405.6728,387.1208,10100.726,-5611.7856,8398.3646
638,319.0,24.3938,46.0767,564.8232,407.7609,390.8406,10145.5243,-5662.6456,8418.2009
639,319.5,24.7505,46.4194,568.8795,409.8497,394.5213,10189.0107,-5713.3133,8436.4679
640,320.0,25.1091,46.7653,572.9101,411.9385,398.1616,10231.1383,-5763.7547,8453.125
641,320.5,25.4695,47.1143,576.9135,414.0267,401.76,10271.8596,-5813.935,8468.132
642,321.0,25.8317,47.4664,580.8877,416.1133,405.315,10311.1268,-5863.8185,8481.4485
643,321.5,26.1957,47.8217,584.831,418.1977,408.8251,10348.8922,-5913.369,8493.0346
644,322.0,26.5616,48.18,588.7415,420.279,412.2888,10385.1077,-5962.5495,8502.8505
645,322.5,26.9293,48.5412,592.6172,422.3563,415.7047,10419.7252,-6011.3221,8510.8566
646,323.0,27.2987,48.9055,596.4564,424.4285,419.0712,10452.6967,-6059.6485,8517.014
647,323.5,27.67,49.2727,600.257,426.4948,422.3867,10483.974,-6107.4897,8521.284
648,324.0,28.0431,49.6427,604.0169,428.5541,425.6499,10513.5094,-6154.8061,8523.6285
649,324.5,28.418,50.0155,607.7344,430.6053,428.8591,10541.2552,-6201.5575,8524.01
650,325.0,28.7947,50.3912,611.4071,432.6472,432.0128,10567.1641,-6247.7033,8522.3917
651,325.5,29.1731,50.7695,615.0332,434.6787,435.1095,10591.189,-6293.2023,8518.7375
652,326.0,29.5533,51.1506,618.6105,436.6984,438.1477,10613.2836,-6338.0133,8513.0122
653,326.5,29.9353,51.5342,622.1369,438.7052,441.1259,10633.4019,-6382.0943,8505.1813
654,327.0,30.319,51.9204,625.6102,440.6976,444.0425,10651.4987,-6425.4033,8495.2115
655,327.5,30.7044,52.3092,629.0282,442.6742,446.896,10667.5297,-6467.898,8483.0705
656,328.0,31.0916,52.7004,632.3888,444.6336,449.685,10681.4512,-6509.536,8468.7273
657,328.5,31.4805,53.094,635.6898,446.5742,452.408,10693.2208,-6550.2749,8452.1518
658,329.0,31.871,53.49,638.9289,448.4945,455.0635,10702.797,-6590.0723,8433.3155
659,329.5,32.2632,53.8882,642.1039,450.393,457.6501,10710.1395,-6628.8858,8412.1913
660,330.0,32.6571,54.2887,645.2125,452.2678,460.1663,10715.2096,-6666.6732,8388.7535
661,330.5,33.0526,54.6914,648.2524,454.1173,462.6108,10717.9698,-6703.3927,8362.9781
662,331.0,33.4497,55.0961,651.2214,455.9397,464.9821,10718.3844,-6739.0028,8334.8428
663,331.5,33.8483,55.5029,654.1172,457.7333,467.2789,10716.4191,-6773.4623,8304.3269
664,332.0,34.2486,55.9116,656.9374,459.496,469.4999,10712.0418,-6806.7309,8271.4118
665,332.5,34.6503,56.3223,659.6798,461.2261,471.6439,10705.2221,-6838.7685,8236.0807
666,333.0,35.0535,56.7348,662.342,462.9215,473.7095,10695.9319,-6869.5362,8198.3189
667,333.5,35.4582,57.1491,664.9218,464.5802,475.6955,10684.1453,-6898.9956,8158.1138
668,334.0,35.8644,57.565,667.4169,466.2003,477.6008,10669.8387,-6927.1096,8115.455
669,334.5,36.2719,57.9826,669.8248,467.7795,479.4243,10652.9909,-6953.8419,8070.3345
670,335.0,36.6808,58.4017,672.1435,469.3157,481.1648,10633.5837,-6979.1574,8022.7466
671,335.5,37.091,58.8224,674.3705,470.8069,482.8214,10611.6012,-7003.0226,7972.6881
672,336.0,37.5025,59.2444,676.5037,472.2506,484.393,10587.0308,-7025.4051,7920.1582
673,336.5,37.9152,59.6678,678.5408,473.6448,485.8787,10559.8628,-7046.2741,7865.1588
674,337.0,38.3291,60.0924,680.4795,474.9872,487.2777,10530.0905,-7065.6006,7807.6946
675,337.5,38.7442,60.5182,682.3178,476.2753,488.5892,10497.7107,-7083.357,7747.7728
676,338.0,39.1604,60.9451,684.0534,477.507,489.8123,10462.7236,-7099.518,7685.4036
677,338.5,39.5776,61.3731,685.6842,478.6798,490.9465,10425.1328,-7114.06,7620.6
678,339.0,39.9958,61.802,687.2081,479.7914,491.9911,10384.9457,-7126.9616,7553.3778
679,339.5,40.415,62.2317,688.6231,480.8393,492.9455,10342.1734,-7138.2034,7483.756
680,340.0,40.835,62.6623,689.9271,481.8213,493.8093,10296.8308,-7147.7685,7411.7562
681,340.5,41.2559,63.0936,691.1182,482.7348,494.5821,10248.9368,-7155.6423,7337.4034
682,341.0,41.6775,63.5255,692.1945,483.5775,495.2636,10198.5144,-7161.8127,7260.7255
683,341.5,42.0999,63.9579,693.1541,484.3469,495.8535,10145.5909,-7166.2703,7181.7535
684,342.0,42.5229,64.3909,693.9952,485.0406,496.3516,10090.1975,-7169.0082,7100.5215
685,342.5,42.9464,64.8242,694.7161,485.6563,496.7578,10032.3699,-7170.0223,7017.0668
686,343.0,43.3705,65.2578,695.315,486.1915,497.0722,9972.1483,-7169.3114,6931.4295
687,343.5,43.7949,65.6917,695.7905,486.6439,497.2949,9909.577,-7166.877,6843.6532
688,344.0,44.2198,66.1258,696.141,487.011,497.4259,9844.705,-7162.7239,6753.7843
689,344.5,44.6449,66.5599,696.3649,487.2907,497.4655,9777.5857,-7156.8596,6661.8724
690,345.0,45.0702,66.994,696.461,487.4804,497.4141,9708.2772,-7149.2948,6567.97
691,345.5,45.4957,67.428,696.428,487.5781,497.2721,9636.8419,-7140.0433,6472.1328
692,346.0,45.9212,67.8619,696.2646,487.5815,497.0399,9563.3468,-7129.122,6374.4194
693,346.5,46.3467,68.2955,695.9697,487.4884,496.7182,9487.8636,-7116.551,6274.8911
694,347.0,46.772,68.7288,695.5424,487.2966,496.3076,9410.4683,-7102.3534,6173.6123
695,347.5,47.1971,69.1617,694.9816,487.0041,495.8089,9331.2413,-7086.5557,6070.6501
696,348.0,47.622,69.5941,694.2867,486.6089,495.223,9250.2678,-7069.1875,5966.0743
697,348.5,48.0464,70.026,693.4568,486.1089,494.5507,9167.6369,-7050.2813,5859.9573
698,349.0,48.4703,70.4572,692.4913,485.5024,493.7931,9083.4423,-7029.8731,5752.3741
699,349.5,48.8937,70.8878,691.3899,484.7875,492.9513,8997.7816,-7008.0016,5643.402
700,350.0,49.3164,71.3176,690.1519,483.9625,492.0264,8910.7566,-6984.7089,5533.1208
701,350.5,49.7384,71.7465,688.7773,483.0257,491.0197,8822.4732,-6960.0396,5421.6125
702,351.0,50.1594,72.1745,687.2658,481.9755,489.9325,8733.0408,-6934.0415,5308.9612
703,351.5,50.5795,72.6016,685.6173,480.8104,488.7662,8642.5726,-6906.7653,5195.253
704,352.0,50.9986,73.0276,683.832,479.5292,487.5223,8551.1852,-6878.2641,5080.5758
705,352.5,51.4164,73.4524,681.9101,478.1304,486.2023,8458.9985,-6848.5939,4965.0194
706,353.0,51.833,73.8761,679.8518,476.6129,484.8078,8366.1355,-6817.8129,4848.6751
707,353.5,52.2482,74.2986,677.6576,474.9756,483.3405,8272.7219,-6785.982,4731.6357
708,354.0,52.662,74.7197,675.3282,473.2175,481.8021,8178.8863,-6753.1642,4613.9954
709,354.5,53.0741,75.1394,672.864,471.3378,480.1944,8084.7592,-6719.4246,4495.8497
710,355.0,53.4846,75.5578,670.2661,469.3357,478.5192,7990.4735,-6684.8303,4377.2948
711,355.5,53.8932,75.9746,667.5353,467.2106,476.7784,7896.1636,-6649.4503,4258.4282
712,356.0,54.3,76.3899,664.6727,464.9619,474.9739,7801.9656,-6613.355,4139.3481
713,356.5,54.7047,76.8036,661.6794,462.5892,473.1077,7708.0164,-6576.6166,4020.153
714,357.0,55.1073,77.2156,658.5569,460.0923,471.1818,7614.4538,-6539.3085,3900.9424
715,357.5,55.5077,77.6259,655.3065,457.471,469.1981,7521.416,-6501.5051,3781.8157
716,358.0,55.9057,78.0345,651.9298,454.7253,467.1589,7429.041,-6463.2819,3662.8728
717,358.5,56.3013,78.4412,648.4285,451.8552,465.0661,7337.4665,-6424.7152,3544.2135
718,359.0,56.6943,78.8462,644.8044,448.8609,462.9218,7246.8293,-6385.8817,3425.9376
719,359.5,57.0847,79.2492,641.0595,445.7429,460.7283,7157.2647,-6346.8588,3308.1447
